Transaction_ID,Date,Product_Category,Product_Name,City,Region,Customer_Segment,Payment_Method,Sales_Rep,Units_Sold,Unit_Price,Unit_Cost,Revenue,COGS,Marketing_Expense,Shipping_Expense,Operating_Expense,Total_Expense,Net_Profit,Profit_Margin_Pct
TXN-1303,2024-05-29,Hardware,Rack Server Blade X,Los Angeles,West,Enterprise,Credit Card,Diana Prince,24,3070.1,2140.04,73682.4,51360.96,7938.7,240.38,8780.07,68320.11,5362.29,7.28
TXN-1304,2024-06-03,Services,Cybersecurity Audit,Los Angeles,West,Consumer,Credit Card,Charlie Davis,3,2034.57,831.79,6103.71,2495.37,670.25,44.2,574.71,3784.53,2319.18,38.0
TXN-1305,2026-01-03,Hardware,NAS Storage Enclosure,Houston,South,Government,Credit Card,Alice Smith,19,834.66,460.08,15858.54,8741.52,1440.71,108.5,1060.69,11351.42,4507.12,28.42
TXN-1306,2024-10-02,Software,Cloud Storage Annual,Los Angeles,West,Enterprise,Direct Invoice,Evan Wright,24,430.28,82.07,10326.72,1969.68,1419.11,225.54,785.46,4399.79,5926.93,57.39
TXN-1307,2024-04-19,Services,Cloud Migration Consulting,Los Angeles,West,Enterprise,PayPal,Diana Prince,21,3418.07,1176.3,71779.47,24702.3,9907.71,140.72,8168.84,42919.57,28859.9,40.21
TXN-1308,2024-06-14,Software,Data Analytics Suite,Phoenix,West,SMB,Wire Transfer,Fiona Gallagher,5,1494.84,308.42,7474.2,1542.1,630.0,40.58,405.81,2618.49,4855.71,64.97
TXN-1309,2024-12-08,Electronics,Laptop Pro 15,Phoenix,West,Government,Wire Transfer,Alice Smith,32,1114.94,743.9,35678.08,23804.8,3449.16,392.0,3278.2,30924.16,4753.92,13.32
TXN-1310,2025-02-02,Software,Data Analytics Suite,Phoenix,West,Consumer,Credit Card,Alice Smith,4,1383.8,300.68,5535.2,1202.72,540.62,46.24,554.8,2344.38,3190.82,57.65
TXN-1311,2025-03-19,Electronics,Wireless Noise-Canceling Headset,Boston,East,Enterprise,PayPal,Diana Prince,29,250.55,124.84,7265.95,3620.36,953.23,382.18,686.94,5642.71,1623.24,22.34
TXN-1312,2024-07-06,Software,Cloud Storage Annual,Austin,South,Enterprise,PayPal,Alice Smith,17,410.35,77.13,6975.95,1311.21,737.15,116.5,517.99,2682.85,4293.1,61.54
TXN-1313,2024-08-24,Software,Security Firewall Pro,Austin,South,SMB,Wire Transfer,Fiona Gallagher,1,888.85,214.56,888.85,214.56,120.09,13.94,129.21,477.8,411.05,46.25
TXN-1314,2024-12-14,Services,Cloud Migration Consulting,Chicago,Midwest,SMB,Credit Card,Fiona Gallagher,5,3709.48,1169.96,18547.4,5849.8,1503.45,25.03,2125.33,9503.61,9043.79,48.76
TXN-1315,2024-10-02,Hardware,Rack Server Blade X,New York,East,Enterprise,Credit Card,Alice Smith,19,3046.15,2056.73,57876.85,39077.87,4570.35,275.22,6777.64,50701.08,7175.77,12.4
TXN-1316,2024-11-10,Software,Data Analytics Suite,Phoenix,West,Enterprise,Direct Invoice,Alice Smith,20,1527.66,307.81,30553.2,6156.2,3086.91,240.82,3570.28,13054.21,17498.99,57.27
TXN-1317,2024-08-25,Software,Enterprise ERP License,Houston,South,Consumer,Direct Invoice,Alice Smith,3,2546.05,520.53,7638.15,1561.59,769.84,30.04,430.87,2792.34,4845.81,63.44
TXN-1318,2025-02-20,Electronics,Ultra-Wide Monitor 34,San Francisco,West,Consumer,Credit Card,Diana Prince,3,676.39,369.19,2029.17,1107.57,176.3,28.97,286.21,1599.05,430.12,21.2
TXN-1319,2026-06-22,Office Supplies,Mesh Office Chair,New York,East,SMB,Wire Transfer,Fiona Gallagher,3,332.84,154.01,998.52,462.03,121.64,22.11,151.22,757.0,241.52,24.19
TXN-1320,2025-02-10,Software,Cloud Storage Annual,Houston,South,SMB,PayPal,Fiona Gallagher,1,386.1,79.35,386.1,79.35,32.2,8.32,49.73,169.6,216.5,56.07
TXN-1321,2026-05-20,Hardware,NAS Storage Enclosure,New York,East,SMB,Direct Invoice,Fiona Gallagher,4,823.44,501.46,3293.76,2005.84,430.79,49.56,265.56,2751.75,542.01,16.46
TXN-1322,2024-02-27,Services,Cloud Migration Consulting,New York,East,SMB,PayPal,Diana Prince,6,3664.91,1173.38,21989.46,7040.28,1569.62,48.79,2432.47,11091.16,10898.3,49.56
TXN-1323,2026-03-26,Electronics,Wireless Noise-Canceling Headset,Los Angeles,West,Government,Wire Transfer,Diana Prince,15,232.47,115.11,3487.05,1726.65,254.64,164.28,289.17,2434.74,1052.31,30.18
TXN-1324,2025-06-20,Software,Data Analytics Suite,Seattle,West,Enterprise,Wire Transfer,Bob Jones,13,1560.28,307.62,20283.64,3999.06,2154.76,182.57,2240.21,8576.6,11707.04,57.72
TXN-1325,2025-04-08,Electronics,Wireless Noise-Canceling Headset,Miami,East,Enterprise,Credit Card,Diana Prince,19,246.1,124.62,4675.9,2367.78,615.56,267.74,397.99,3649.07,1026.83,21.96
TXN-1326,2024-05-08,Electronics,Smart Display 10,Miami,East,Enterprise,Credit Card,Diana Prince,21,368.06,193.47,7729.26,4062.87,764.16,129.55,832.53,5789.11,1940.15,25.1
TXN-1327,2026-05-27,Hardware,NAS Storage Enclosure,San Francisco,West,Enterprise,Credit Card,Bob Jones,9,761.92,458.17,6857.28,4123.53,530.98,46.37,648.3,5349.18,1508.1,21.99
TXN-1328,2026-01-08,Office Supplies,High-Speed Paper Shredder,Boston,East,SMB,Direct Invoice,Alice Smith,7,172.91,92.52,1210.37,647.64,82.18,40.3,116.68,886.8,323.57,26.73
TXN-1329,2026-05-19,Services,Annual IT Maintenance Plan,San Francisco,West,Consumer,Wire Transfer,Alice Smith,4,1833.68,621.81,7334.72,2487.24,570.97,54.92,836.97,3950.1,3384.62,46.15
TXN-1330,2025-03-20,Services,Cloud Migration Consulting,Seattle,West,Consumer,PayPal,Bob Jones,5,3354.44,1157.32,16772.2,5786.6,1161.58,26.36,1486.42,8460.96,8311.24,49.55
TXN-1331,2025-09-04,Electronics,Laptop Pro 15,San Francisco,West,SMB,Wire Transfer,Bob Jones,5,1247.07,718.23,6235.35,3591.15,821.01,64.7,403.97,4880.83,1354.52,21.72
TXN-1332,2025-08-24,Services,Annual IT Maintenance Plan,Austin,South,SMB,Wire Transfer,Evan Wright,6,1818.92,580.96,10913.52,3485.76,776.69,64.59,1194.6,5521.64,5391.88,49.41
TXN-1333,2025-02-18,Services,Cybersecurity Audit,Austin,South,SMB,Wire Transfer,Alice Smith,7,2211.11,762.61,15477.77,5338.27,1517.56,63.54,1007.94,7927.31,7550.46,48.78
TXN-1334,2024-05-25,Hardware,Rack Server Blade X,San Francisco,West,SMB,Credit Card,Diana Prince,7,3206.3,2157.45,22444.1,15102.15,1425.72,83.53,2174.53,18785.93,3658.17,16.3
TXN-1335,2025-11-05,Software,Security Firewall Pro,Los Angeles,West,Enterprise,Credit Card,Alice Smith,11,816.73,211.33,8984.03,2324.63,794.11,100.45,933.7,4152.89,4831.14,53.77
TXN-1336,2026-05-29,Hardware,NAS Storage Enclosure,Chicago,Midwest,SMB,Direct Invoice,Evan Wright,2,787.12,467.11,1574.24,934.22,157.73,24.63,217.52,1334.1,240.14,15.25
TXN-1337,2026-02-14,Hardware,NAS Storage Enclosure,Phoenix,West,SMB,Credit Card,Charlie Davis,6,811.5,481.5,4869.0,2889.0,556.02,55.71,562.23,4062.96,806.04,16.55
TXN-1338,2024-06-21,Services,Cloud Migration Consulting,Austin,South,Government,Credit Card,Fiona Gallagher,21,3432.26,1249.81,72077.46,26246.01,5772.94,282.28,6096.81,38398.04,33679.42,46.73
TXN-1339,2026-01-10,Software,Security Firewall Pro,Austin,South,Enterprise,PayPal,Charlie Davis,14,782.87,230.52,10960.18,3227.28,1504.39,125.32,1147.57,6004.56,4955.62,45.21
TXN-1340,2025-12-26,Office Supplies,Mesh Office Chair,New York,East,SMB,Direct Invoice,Charlie Davis,5,345.11,152.41,1725.55,762.05,186.85,57.98,196.61,1203.49,522.06,30.25
TXN-1341,2024-08-20,Electronics,Wireless Noise-Canceling Headset,Seattle,West,SMB,PayPal,Evan Wright,7,249.88,125.0,1749.16,875.0,213.58,44.14,203.22,1335.94,413.22,23.62
TXN-1342,2025-08-08,Software,Enterprise ERP License,Seattle,West,Enterprise,PayPal,Alice Smith,29,2564.69,505.12,74376.01,14648.48,5432.54,212.81,3912.33,24206.16,50169.85,67.45
TXN-1343,2025-11-15,Electronics,Ultra-Wide Monitor 34,Boston,East,Government,Wire Transfer,Bob Jones,31,620.22,376.96,19226.82,11685.76,1168.51,420.97,2022.19,15297.43,3929.39,20.44
TXN-1344,2024-12-29,Office Supplies,Standing Desk Converter,Seattle,West,SMB,Credit Card,Diana Prince,7,257.88,133.87,1805.16,937.09,185.62,74.63,213.13,1410.47,394.69,21.86
TXN-1345,2026-06-05,Hardware,Rack Server Blade X,New York,East,Enterprise,Credit Card,Diana Prince,25,2988.85,2013.88,74721.25,50347.0,5638.46,137.64,7049.98,63173.08,11548.17,15.46
TXN-1346,2025-10-24,Software,Data Analytics Suite,Chicago,Midwest,SMB,Credit Card,Evan Wright,3,1496.25,305.81,4488.75,917.43,467.82,21.49,327.76,1734.5,2754.25,61.36
TXN-1347,2024-11-06,Hardware,Rack Server Blade X,Chicago,Midwest,SMB,PayPal,Diana Prince,2,3153.13,2137.74,6306.26,4275.48,406.97,10.69,550.15,5243.29,1062.97,16.86
TXN-1348,2025-10-14,Office Supplies,Mesh Office Chair,Austin,South,Enterprise,Wire Transfer,Diana Prince,24,310.37,153.95,7448.88,3694.8,513.16,275.55,896.18,5379.69,2069.19,27.78
TXN-1349,2024-05-27,Electronics,Ultra-Wide Monitor 34,Chicago,Midwest,Enterprise,Credit Card,Diana Prince,27,674.75,374.7,18218.25,10116.9,2071.45,208.07,1094.06,13490.48,4727.77,25.95
TXN-1350,2025-09-09,Hardware,NAS Storage Enclosure,Seattle,West,Consumer,Direct Invoice,Charlie Davis,1,780.88,486.62,780.88,486.62,108.4,12.68,109.57,717.27,63.61,8.15
TXN-1351,2024-07-12,Hardware,Rack Server Blade X,Phoenix,West,Government,PayPal,Alice Smith,20,3228.77,2158.7,64575.4,43174.0,3958.22,263.68,3483.6,50879.5,13695.9,21.21
TXN-1352,2024-12-13,Electronics,Wireless Noise-Canceling Headset,Houston,South,Consumer,Wire Transfer,Bob Jones,4,234.11,115.51,936.44,462.04,129.54,46.95,141.8,780.33,156.11,16.67
TXN-1353,2025-05-04,Office Supplies,Ergonomic Executive Desk,Austin,South,SMB,Direct Invoice,Bob Jones,4,782.18,444.51,3128.72,1778.04,223.61,20.74,334.66,2357.05,771.67,24.66
TXN-1354,2026-01-06,Services,Annual IT Maintenance Plan,Austin,South,Enterprise,Credit Card,Fiona Gallagher,20,1717.15,577.32,34343.0,11546.4,3987.59,122.69,4144.74,19801.42,14541.58,42.34
TXN-1355,2025-08-23,Software,Security Firewall Pro,Los Angeles,West,Enterprise,Wire Transfer,Alice Smith,14,793.1,214.69,11103.4,3005.66,690.94,158.39,939.47,4794.46,6308.94,56.82
TXN-1356,2025-02-11,Office Supplies,Mesh Office Chair,San Francisco,West,Government,Credit Card,Diana Prince,14,323.94,161.02,4535.16,2254.28,453.62,79.72,311.35,3098.97,1436.19,31.67
TXN-1357,2026-06-28,Software,Security Firewall Pro,Seattle,West,SMB,Direct Invoice,Fiona Gallagher,4,916.84,224.99,3667.36,899.96,450.28,59.78,377.28,1787.3,1880.06,51.26
TXN-1358,2024-06-12,Hardware,Gigabit Switch 24-Port,Austin,South,Enterprise,Direct Invoice,Evan Wright,20,429.69,264.21,8593.8,5284.2,951.31,218.69,503.19,6957.39,1636.41,19.04
TXN-1359,2024-12-02,Services,Cybersecurity Audit,Phoenix,West,Enterprise,PayPal,Diana Prince,21,2316.69,833.47,48650.49,17502.87,5448.03,126.72,3865.38,26943.0,21707.49,44.62
TXN-1360,2026-06-09,Office Supplies,Ergonomic Executive Desk,Houston,South,SMB,Credit Card,Diana Prince,3,802.16,431.64,2406.48,1294.92,301.34,41.83,332.99,1971.08,435.4,18.09
TXN-1361,2026-03-07,Electronics,Wireless Noise-Canceling Headset,Austin,South,SMB,Credit Card,Diana Prince,3,239.61,115.14,718.83,345.42,61.24,17.9,124.08,548.64,170.19,23.68
TXN-1362,2024-12-09,Office Supplies,Ergonomic Executive Desk,Austin,South,Consumer,PayPal,Diana Prince,6,845.08,441.9,5070.48,2651.4,497.5,49.1,498.67,3696.67,1373.81,27.09
TXN-1363,2024-01-08,Services,Cybersecurity Audit,New York,East,SMB,PayPal,Evan Wright,3,2066.09,805.81,6198.27,2417.43,499.21,39.12,574.4,3530.16,2668.11,43.05
TXN-1364,2025-11-15,Office Supplies,Ergonomic Executive Desk,San Francisco,West,Enterprise,Direct Invoice,Evan Wright,17,897.59,436.33,15259.03,7417.61,1068.8,248.79,927.07,9662.27,5596.76,36.68
TXN-1365,2024-10-25,Services,Annual IT Maintenance Plan,Chicago,Midwest,SMB,Direct Invoice,Charlie Davis,4,1792.56,574.0,7170.24,2296.0,457.8,31.83,877.96,3663.59,3506.65,48.91
TXN-1366,2024-10-01,Hardware,Gigabit Switch 24-Port,New York,East,SMB,Credit Card,Charlie Davis,3,423.77,270.23,1271.31,810.69,83.87,42.23,214.28,1151.07,120.24,9.46
TXN-1367,2026-05-19,Hardware,NAS Storage Enclosure,Miami,East,Government,Wire Transfer,Evan Wright,33,832.93,502.81,27486.69,16592.73,3481.36,265.0,3291.73,23630.82,3855.87,14.03
TXN-1368,2025-04-24,Electronics,Wireless Noise-Canceling Headset,Seattle,West,SMB,Wire Transfer,Alice Smith,7,261.6,117.82,1831.2,824.74,194.8,59.19,244.13,1322.86,508.34,27.76
TXN-1369,2026-05-14,Hardware,Gigabit Switch 24-Port,Miami,East,SMB,Credit Card,Charlie Davis,6,439.54,257.42,2637.24,1544.52,182.53,83.0,251.68,2061.73,575.51,21.82
TXN-1370,2025-07-12,Services,Cloud Migration Consulting,Chicago,Midwest,SMB,Direct Invoice,Alice Smith,2,3629.08,1156.24,7258.16,2312.48,550.25,13.61,547.78,3424.12,3834.04,52.82
TXN-1371,2024-11-01,Office Supplies,High-Speed Paper Shredder,New York,East,Enterprise,Credit Card,Diana Prince,6,166.7,91.08,1000.2,546.48,115.88,42.89,94.77,800.02,200.18,20.01
TXN-1372,2024-07-07,Office Supplies,High-Speed Paper Shredder,Los Angeles,West,Consumer,Wire Transfer,Diana Prince,3,185.14,90.83,555.42,272.49,39.92,20.16,115.44,448.01,107.41,19.34
TXN-1373,2026-02-01,Office Supplies,Standing Desk Converter,Chicago,Midwest,SMB,PayPal,Fiona Gallagher,2,278.65,140.03,557.3,280.06,42.39,16.3,133.69,472.44,84.86,15.23
TXN-1374,2026-03-14,Software,Cloud Storage Annual,Houston,South,Enterprise,Credit Card,Alice Smith,27,388.84,79.15,10498.68,2137.05,1136.66,351.45,915.35,4540.51,5958.17,56.75
TXN-1375,2026-02-04,Services,Cloud Migration Consulting,San Francisco,West,Consumer,Wire Transfer,Evan Wright,4,3752.3,1142.65,15009.2,4570.6,2080.3,23.45,1642.91,8317.26,6691.94,44.59
TXN-1376,2025-12-02,Services,Cybersecurity Audit,Boston,East,SMB,Credit Card,Diana Prince,6,2068.74,775.14,12412.44,4650.84,1200.86,75.13,1477.54,7404.37,5008.07,40.35
TXN-1377,2025-08-29,Software,Data Analytics Suite,Chicago,Midwest,Enterprise,Direct Invoice,Alice Smith,6,1571.95,301.64,9431.7,1809.84,1189.1,67.89,1045.38,4112.21,5319.49,56.4
TXN-1378,2025-07-20,Office Supplies,High-Speed Paper Shredder,Phoenix,West,SMB,Direct Invoice,Charlie Davis,7,179.38,85.69,1255.66,599.83,157.67,92.74,169.02,1019.26,236.4,18.83
TXN-1379,2025-03-18,Software,Data Analytics Suite,Phoenix,West,SMB,PayPal,Evan Wright,3,1419.21,290.53,4257.63,871.59,324.36,26.6,271.99,1494.54,2763.09,64.9
TXN-1380,2025-08-11,Services,Cybersecurity Audit,Miami,East,SMB,PayPal,Bob Jones,4,2191.0,760.59,8764.0,3042.36,543.94,42.13,837.16,4465.59,4298.41,49.05
TXN-1381,2024-01-09,Hardware,Gigabit Switch 24-Port,Houston,South,Enterprise,PayPal,Fiona Gallagher,6,427.34,261.07,2564.04,1566.42,286.26,32.74,368.52,2253.94,310.1,12.09
TXN-1382,2025-01-03,Electronics,Smart Display 10,San Francisco,West,Enterprise,Wire Transfer,Fiona Gallagher,20,360.11,193.32,7202.2,3866.4,466.19,238.15,750.35,5321.09,1881.11,26.12
TXN-1383,2024-07-08,Services,Cybersecurity Audit,Boston,East,SMB,PayPal,Alice Smith,4,2249.92,792.86,8999.68,3171.44,892.51,36.62,505.23,4605.8,4393.88,48.82
TXN-1384,2026-03-24,Electronics,Smart Display 10,Miami,East,Government,Wire Transfer,Fiona Gallagher,22,335.27,191.94,7375.94,4222.68,548.2,285.45,771.44,5827.77,1548.17,20.99
TXN-1385,2025-01-04,Hardware,NAS Storage Enclosure,Boston,East,SMB,PayPal,Charlie Davis,3,841.47,467.55,2524.41,1402.65,328.03,39.92,209.88,1980.48,543.93,21.55
TXN-1386,2025-07-16,Office Supplies,Standing Desk Converter,Austin,South,Enterprise,Wire Transfer,Charlie Davis,22,293.91,136.82,6466.02,3010.04,766.38,191.87,583.6,4551.89,1914.13,29.6
TXN-1387,2024-05-05,Electronics,Laptop Pro 15,Seattle,West,Consumer,PayPal,Charlie Davis,6,1181.33,751.47,7087.98,4508.82,990.35,38.11,733.29,6270.57,817.41,11.53
TXN-1388,2025-07-11,Hardware,NAS Storage Enclosure,Phoenix,West,SMB,Wire Transfer,Evan Wright,1,768.65,473.01,768.65,473.01,64.74,12.31,131.48,681.54,87.11,11.33
TXN-1389,2025-08-11,Office Supplies,Mesh Office Chair,Phoenix,West,Enterprise,Credit Card,Alice Smith,11,322.74,161.12,3550.14,1772.32,272.68,136.65,225.06,2406.71,1143.43,32.21
TXN-1390,2024-02-19,Hardware,NAS Storage Enclosure,Austin,South,Enterprise,Credit Card,Evan Wright,29,816.97,491.28,23692.13,14247.12,2577.91,286.57,1441.16,18552.76,5139.37,21.69
TXN-1391,2025-09-20,Hardware,Rack Server Blade X,San Francisco,West,Enterprise,Wire Transfer,Bob Jones,13,3198.07,2054.98,41574.91,26714.74,4937.8,68.11,3857.23,35577.88,5997.03,14.42
TXN-1392,2025-05-17,Services,Cybersecurity Audit,New York,East,Enterprise,Wire Transfer,Alice Smith,24,2167.39,801.71,52017.36,19241.04,6852.04,167.11,2754.73,29014.92,23002.44,44.22
TXN-1393,2025-05-05,Software,Enterprise ERP License,Boston,East,SMB,PayPal,Charlie Davis,1,2599.94,520.65,2599.94,520.65,275.0,6.81,210.84,1013.3,1586.64,61.03
TXN-1394,2025-03-14,Software,Cloud Storage Annual,San Francisco,West,SMB,Wire Transfer,Evan Wright,2,372.31,82.65,744.62,165.3,55.24,24.46,140.4,385.4,359.22,48.24
TXN-1395,2024-09-30,Hardware,Rack Server Blade X,San Francisco,West,SMB,Direct Invoice,Alice Smith,5,3352.91,2190.88,16764.55,10954.4,1032.88,32.69,1925.68,13945.65,2818.9,16.81
TXN-1396,2026-02-26,Software,Data Analytics Suite,Boston,East,Consumer,Direct Invoice,Bob Jones,5,1552.84,293.62,7764.2,1468.1,1012.3,27.46,587.64,3095.5,4668.7,60.13
TXN-1397,2024-04-26,Office Supplies,Standing Desk Converter,Houston,South,Enterprise,Credit Card,Diana Prince,28,276.25,137.99,7735.0,3863.72,1028.28,151.28,724.92,5768.2,1966.8,25.43
TXN-1398,2025-07-25,Services,Cybersecurity Audit,Seattle,West,Consumer,PayPal,Alice Smith,7,2363.9,791.48,16547.3,5540.36,1165.88,82.02,1726.64,8514.9,8032.4,48.54
TXN-1399,2024-04-15,Office Supplies,Mesh Office Chair,Miami,East,SMB,Wire Transfer,Diana Prince,5,306.29,158.49,1531.45,792.45,124.86,34.93,235.11,1187.35,344.1,22.47
TXN-1400,2024-11-19,Electronics,Ultra-Wide Monitor 34,Phoenix,West,Consumer,Wire Transfer,Alice Smith,3,697.45,375.31,2092.35,1125.93,182.33,16.87,202.37,1527.5,564.85,27.0
TXN-1401,2025-08-06,Software,Security Firewall Pro,Chicago,Midwest,SMB,Credit Card,Evan Wright,5,900.5,226.27,4502.5,1131.35,368.74,70.59,327.06,1897.74,2604.76,57.85
TXN-1402,2024-05-05,Electronics,Wireless Noise-Canceling Headset,New York,East,SMB,PayPal,Bob Jones,7,234.8,117.74,1643.6,824.18,204.12,95.3,175.12,1298.72,344.88,20.98
TXN-1403,2024-01-21,Office Supplies,High-Speed Paper Shredder,Miami,East,Government,Direct Invoice,Fiona Gallagher,36,188.73,94.38,6794.28,3397.68,732.61,209.51,704.85,5044.65,1749.63,25.75
TXN-1404,2025-01-21,Services,Cybersecurity Audit,New York,East,SMB,Wire Transfer,Diana Prince,7,2083.23,826.92,14582.61,5788.44,1515.32,48.24,1515.15,8867.15,5715.46,39.19
TXN-1405,2025-01-17,Electronics,Wireless Noise-Canceling Headset,Houston,South,Government,PayPal,Diana Prince,24,234.22,124.07,5621.28,2977.68,639.03,287.29,496.65,4400.65,1220.63,21.71
TXN-1406,2024-01-24,Hardware,NAS Storage Enclosure,Boston,East,SMB,Wire Transfer,Bob Jones,7,726.45,472.79,5085.15,3309.53,655.98,51.32,559.49,4576.32,508.83,10.01
TXN-1407,2024-12-26,Software,Security Firewall Pro,Los Angeles,West,SMB,Direct Invoice,Fiona Gallagher,4,856.02,230.47,3424.08,921.88,306.56,34.29,304.91,1567.64,1856.44,54.22
TXN-1408,2025-05-16,Services,Cybersecurity Audit,San Francisco,West,Enterprise,Direct Invoice,Charlie Davis,26,2190.85,796.1,56962.1,20698.6,7378.53,267.82,4758.75,33103.7,23858.4,41.88
TXN-1409,2024-01-22,Office Supplies,Ergonomic Executive Desk,Boston,East,SMB,Credit Card,Charlie Davis,1,819.65,429.57,819.65,429.57,110.21,11.61,122.5,673.89,145.76,17.78
TXN-1410,2024-11-20,Services,Cybersecurity Audit,San Francisco,West,SMB,Credit Card,Evan Wright,2,2101.31,760.02,4202.62,1520.04,559.79,26.88,458.57,2565.28,1637.34,38.96
TXN-1411,2025-02-25,Office Supplies,Mesh Office Chair,New York,East,SMB,Credit Card,Alice Smith,1,300.5,160.2,300.5,160.2,26.42,8.75,91.22,286.59,13.91,4.63
TXN-1412,2024-04-14,Hardware,Gigabit Switch 24-Port,Boston,East,Enterprise,Wire Transfer,Alice Smith,17,419.84,258.76,7137.28,4398.92,850.24,201.71,836.73,6287.6,849.68,11.9
TXN-1413,2025-10-19,Office Supplies,Mesh Office Chair,Seattle,West,SMB,Direct Invoice,Charlie Davis,7,319.14,167.79,2233.98,1174.53,268.89,52.4,275.42,1771.24,462.74,20.71
TXN-1414,2024-02-21,Software,Data Analytics Suite,Houston,South,SMB,Credit Card,Charlie Davis,7,1476.84,292.04,10337.88,2044.28,1297.5,58.61,1135.77,4536.16,5801.72,56.12
TXN-1415,2024-03-05,Electronics,Laptop Pro 15,Los Angeles,West,SMB,PayPal,Charlie Davis,6,1210.67,734.35,7264.02,4406.1,678.4,52.61,882.9,6020.01,1244.01,17.13
TXN-1416,2025-02-16,Office Supplies,Ergonomic Executive Desk,Seattle,West,Enterprise,PayPal,Fiona Gallagher,20,878.41,472.22,17568.2,9444.4,1496.29,234.8,1991.67,13167.16,4401.04,25.05
TXN-1417,2025-07-21,Office Supplies,Ergonomic Executive Desk,Boston,East,Government,Credit Card,Alice Smith,29,899.59,432.84,26088.11,12552.36,1924.0,283.19,2680.24,17439.79,8648.32,33.15
TXN-1418,2026-06-09,Services,Cloud Migration Consulting,Los Angeles,West,Enterprise,Direct Invoice,Alice Smith,8,3743.49,1249.1,29947.92,9992.8,3760.56,111.06,1952.08,15816.5,14131.42,47.19
TXN-1419,2026-04-26,Software,Cloud Storage Annual,Chicago,Midwest,Consumer,Direct Invoice,Charlie Davis,2,378.72,78.48,757.44,156.96,75.95,25.93,135.81,394.65,362.79,47.9
TXN-1420,2025-03-13,Services,Cloud Migration Consulting,Austin,South,Consumer,Wire Transfer,Evan Wright,1,3242.29,1172.88,3242.29,1172.88,442.42,14.54,264.66,1894.5,1347.79,41.57
TXN-1421,2025-09-12,Office Supplies,Ergonomic Executive Desk,Houston,South,Enterprise,PayPal,Bob Jones,5,851.11,455.41,4255.55,2277.05,417.98,48.91,499.26,3243.2,1012.35,23.79
TXN-1422,2025-02-16,Software,Enterprise ERP License,San Francisco,West,SMB,PayPal,Charlie Davis,2,2550.17,515.41,5100.34,1030.82,334.19,16.7,425.16,1806.87,3293.47,64.57
TXN-1423,2024-04-12,Software,Data Analytics Suite,Seattle,West,SMB,Direct Invoice,Evan Wright,6,1438.04,297.78,8628.24,1786.68,1185.69,69.47,848.27,3890.11,4738.13,54.91
TXN-1424,2025-12-20,Electronics,Ultra-Wide Monitor 34,New York,East,Enterprise,PayPal,Bob Jones,6,637.34,380.66,3824.04,2283.96,355.82,41.96,325.92,3007.66,816.38,21.35
TXN-1425,2025-12-15,Software,Enterprise ERP License,Houston,South,SMB,Credit Card,Fiona Gallagher,1,2332.23,482.36,2332.23,482.36,195.53,5.9,285.67,969.46,1362.77,58.43
TXN-1426,2026-06-07,Hardware,Gigabit Switch 24-Port,Los Angeles,West,Enterprise,Credit Card,Alice Smith,25,455.07,262.12,11376.75,6553.0,1333.08,185.05,959.19,9030.32,2346.43,20.62
TXN-1427,2025-08-08,Services,Annual IT Maintenance Plan,Boston,East,SMB,Direct Invoice,Evan Wright,5,1750.42,592.32,8752.1,2961.6,1057.13,41.94,1085.16,5145.83,3606.27,41.2
TXN-1428,2026-06-06,Office Supplies,High-Speed Paper Shredder,San Francisco,West,Enterprise,PayPal,Diana Prince,9,190.73,86.28,1716.57,776.52,169.92,107.23,174.73,1228.4,488.17,28.44
TXN-1429,2025-04-24,Services,Cybersecurity Audit,Boston,East,Government,PayPal,Alice Smith,21,2292.29,824.94,48138.09,17323.74,4204.76,196.08,5307.77,27032.35,21105.74,43.84
TXN-1430,2024-11-03,Hardware,Rack Server Blade X,Austin,South,SMB,Wire Transfer,Diana Prince,5,3325.35,2088.65,16626.75,10443.25,1024.24,28.13,1337.3,12832.92,3793.83,22.82
TXN-1431,2025-05-01,Hardware,Gigabit Switch 24-Port,Chicago,Midwest,Enterprise,Credit Card,Fiona Gallagher,15,422.12,262.51,6331.8,3937.65,625.42,79.03,511.6,5153.7,1178.1,18.61
TXN-1432,2024-03-08,Services,Cloud Migration Consulting,Boston,East,SMB,Wire Transfer,Alice Smith,4,3758.78,1204.28,15035.12,4817.12,1645.79,47.23,1504.12,8014.26,7020.86,46.7
TXN-1433,2026-03-26,Hardware,Gigabit Switch 24-Port,Seattle,West,Government,PayPal,Evan Wright,32,441.91,250.6,14141.12,8019.2,1683.55,434.23,1685.81,11822.79,2318.33,16.39
TXN-1434,2026-03-18,Software,Security Firewall Pro,Chicago,Midwest,SMB,PayPal,Bob Jones,4,870.19,210.51,3480.76,842.04,458.74,24.78,322.86,1648.42,1832.34,52.64
TXN-1435,2026-01-03,Services,Cybersecurity Audit,Los Angeles,West,SMB,Direct Invoice,Charlie Davis,6,2096.86,828.11,12581.16,4968.66,839.68,51.37,1264.71,7124.42,5456.74,43.37
TXN-1436,2025-01-21,Software,Enterprise ERP License,Phoenix,West,Consumer,Credit Card,Charlie Davis,5,2414.59,500.9,12072.95,2504.5,1446.84,66.83,1274.6,5292.77,6780.18,56.16
