Transaction_ID,Date,Product_Category,Product_Name,City,Region,Customer_Segment,Payment_Method,Sales_Rep,Units_Sold,Unit_Price,Unit_Cost,Revenue,COGS,Marketing_Expense,Shipping_Expense,Operating_Expense,Total_Expense,Net_Profit,Profit_Margin_Pct,Year,Month,Month_Name,Year_Month,Quarter,Day_of_Week,Gross_Profit,Employee_Cost,Rent_Admin_Cost,Discount_Amount,Net_Revenue,GST_Rate_Pct,GST_Amount,Depreciation,Interest_Expense,Other_Income,Total_Operating_Expense,EBITDA,EBIT,EBT,Tax_Rate_Pct,Tax_Amount,PAT,PAT_Margin_Pct,EBITDA_Margin_Pct,EBIT_Margin_Pct,EBT_Margin_Pct,Gross_Margin_Pct,Expense_Ratio_Pct,Marketing_Ratio_Pct,Revenue_Per_Unit,Expense_Per_Unit,Profit_Per_Unit,Profitability_Tier
TXN-1845,2024-06-23,Office Supplies,Ergonomic Executive Desk,Seattle,West,Enterprise,PayPal,Fiona Gallagher,7,835.5,465.59,5848.5,3259.13,550.65,73.64,180.63,4064.05,775.22,13.63,2024,6,Jun,2024-06,2024Q2,Sunday,2430.27,452.87,180.63,159.1,5689.4,18.0,1024.09,128.79,82.44,32.62,1257.79,1172.48,1043.69,993.87,22.0,218.65,775.22,13.63,20.61,18.34,17.47,42.72,69.49,9.42,812.77,580.58,110.75,Moderate Margin (5-20%)
TXN-1737,2024-06-24,Electronics,Ultra-Wide Monitor 34,Boston,East,SMB,Direct Invoice,Alice Smith,7,673.99,395.88,4717.93,2771.16,627.25,86.73,148.73,3633.87,328.28,7.07,2024,6,Jun,2024-06,2024Q2,Monday,1874.13,422.83,148.73,72.64,4645.29,18.0,836.15,105.82,75.46,13.56,1285.54,588.59,482.77,420.87,22.0,92.59,328.28,7.07,12.67,10.39,9.06,40.34,77.02,13.3,663.61,519.12,46.9,Moderate Margin (5-20%)
TXN-2027,2024-06-24,Hardware,Rack Server Blade X,New York,East,Enterprise,Wire Transfer,Charlie Davis,11,3244.74,2089.41,35692.14,22983.51,4308.9,62.47,1418.52,28773.4,1018.69,2.9,2024,6,Jun,2024-06,2024Q2,Monday,12136.65,4036.86,1418.52,571.98,35120.16,18.0,6321.63,736.47,475.28,207.86,9826.75,2309.9,1573.43,1306.01,22.0,287.32,1018.69,2.9,6.58,4.48,3.72,34.56,80.62,12.07,3192.74,2615.76,92.61,Low Margin (0-5%)
TXN-1024,2024-06-24,Services,Cloud Migration Consulting,Phoenix,West,SMB,Wire Transfer,Alice Smith,5,3265.69,1140.62,16328.45,5703.1,1799.91,34.71,489.85,8027.57,4549.52,28.69,2024,6,Jun,2024-06,2024Q2,Monday,10153.91,1442.1,489.85,471.44,15857.01,18.0,2854.26,319.8,306.01,71.19,3766.57,6387.34,6067.54,5832.72,22.0,1283.2,4549.52,28.69,40.28,38.26,36.78,64.03,49.16,11.02,3171.4,1605.51,909.9,High Margin (>=20%)
TXN-2058,2024-06-25,Electronics,Laptop Pro 15,Austin,South,SMB,Credit Card,Fiona Gallagher,3,1145.32,736.8,3435.96,2210.4,348.94,38.48,171.4,2769.22,133.99,3.97,2024,6,Jun,2024-06,2024Q2,Tuesday,1161.62,309.57,171.4,63.94,3372.02,18.0,606.96,75.28,53.22,7.05,868.39,293.23,217.95,171.78,22.0,37.79,133.99,3.97,8.7,6.46,5.09,34.45,80.6,10.16,1124.01,923.07,44.66,Low Margin (0-5%)
TXN-1780,2024-06-27,Services,Cybersecurity Audit,Seattle,West,SMB,Direct Invoice,Fiona Gallagher,5,2083.89,820.95,10419.45,4104.75,1269.9,68.76,312.58,5755.99,2327.64,22.96,2024,6,Jun,2024-06,2024Q2,Thursday,6035.06,1063.38,312.58,279.64,10139.81,18.0,1825.17,227.68,156.89,48.29,2714.62,3320.44,3092.76,2984.16,22.0,656.52,2327.64,22.96,32.75,30.5,29.43,59.52,55.24,12.19,2027.96,1151.2,465.53,High Margin (>=20%)
TXN-1073,2024-06-28,Services,Annual IT Maintenance Plan,New York,East,Consumer,PayPal,Fiona Gallagher,2,1659.77,609.81,3319.54,1219.62,246.45,29.22,99.59,1594.88,998.2,30.86,2024,6,Jun,2024-06,2024Q2,Friday,2014.95,233.28,99.59,84.97,3234.57,18.0,582.22,79.98,57.25,10.56,608.54,1406.41,1326.43,1279.74,22.0,281.54,998.2,30.86,43.48,41.01,39.56,62.29,48.05,7.42,1617.28,797.44,499.1,High Margin (>=20%)
TXN-1918,2024-06-28,Services,Cloud Migration Consulting,Houston,South,Enterprise,PayPal,Bob Jones,29,3551.59,1238.34,102996.11,35911.86,12979.99,164.26,3089.88,52145.99,26011.82,25.83,2024,6,Jun,2024-06,2024Q2,Friday,64786.82,12094.08,3089.88,2297.43,100698.68,18.0,18125.76,1550.41,1953.4,393.69,28328.21,36458.61,34908.2,33348.49,22.0,7336.67,26011.82,25.83,36.21,34.67,33.12,64.34,50.63,12.6,3472.37,1798.14,896.96,High Margin (>=20%)
TXN-1747,2024-06-29,Electronics,Ultra-Wide Monitor 34,Chicago,Midwest,SMB,PayPal,Evan Wright,2,648.73,372.95,1297.46,745.9,98.82,29.05,54.27,928.04,139.1,10.93,2024,6,Jun,2024-06,2024Q2,Saturday,527.16,115.73,54.27,24.4,1273.06,18.0,229.15,31.08,23.35,3.47,297.87,229.29,198.21,178.33,22.0,39.23,139.1,10.93,18.01,15.57,14.01,41.41,71.53,7.62,636.53,464.02,69.55,Moderate Margin (5-20%)
TXN-2022,2024-06-29,Services,Annual IT Maintenance Plan,Boston,East,SMB,Direct Invoice,Evan Wright,2,1909.13,620.0,3818.26,1240.0,512.91,19.17,180.74,1952.82,1038.41,27.77,2024,6,Jun,2024-06,2024Q2,Saturday,2498.79,324.05,180.74,79.47,3738.79,18.0,672.98,81.09,67.38,17.85,1036.87,1461.92,1380.83,1331.3,22.0,292.89,1038.41,27.77,39.1,36.93,35.61,66.83,51.14,13.43,1869.4,976.41,519.21,High Margin (>=20%)
TXN-1071,2024-06-30,Electronics,Laptop Pro 15,Austin,South,SMB,Direct Invoice,Evan Wright,7,1114.51,737.64,7801.57,5163.48,969.18,35.32,246.44,6414.42,121.3,1.59,2024,6,Jun,2024-06,2024Q2,Sunday,2451.64,847.35,246.44,186.45,7615.12,18.0,1370.72,134.79,96.54,33.49,2098.29,353.35,218.56,155.51,22.0,34.21,121.3,1.59,4.64,2.87,2.04,32.19,82.22,12.42,1087.87,916.35,17.33,Low Margin (0-5%)
TXN-1174,2024-06-30,Software,Enterprise ERP License,Austin,South,Enterprise,Credit Card,Diana Prince,28,2318.6,505.98,64920.8,14167.44,6814.05,236.86,1947.62,23165.97,25883.45,40.68,2024,6,Jun,2024-06,2024Q2,Sunday,49464.97,5279.67,1947.62,1288.39,63632.41,18.0,11453.83,1283.12,1125.08,405.34,14278.2,35186.77,33903.65,33183.91,22.0,7300.46,25883.45,40.68,55.3,53.28,52.15,77.74,35.68,10.5,2272.59,827.36,924.41,High Margin (>=20%)
TXN-1224,2024-07-01,Software,Cloud Storage Annual,Chicago,Midwest,SMB,Direct Invoice,Diana Prince,2,383.48,81.71,766.96,163.42,96.49,26.08,47.69,333.68,258.73,34.18,2024,7,Jul,2024-07,2024Q3,Monday,593.59,67.79,47.69,9.95,757.01,18.0,136.26,18.48,10.19,4.84,238.05,355.54,337.06,331.71,22.0,72.98,258.73,34.18,46.97,44.53,43.82,78.41,43.51,12.58,378.5,166.84,129.36,High Margin (>=20%)
TXN-2006,2024-07-01,Electronics,Laptop Pro 15,Chicago,Midwest,SMB,PayPal,Alice Smith,7,1146.77,737.82,8027.39,5164.74,796.54,57.18,252.06,6270.52,300.88,3.86,2024,7,Jul,2024-07,2024Q3,Monday,2634.98,826.33,252.06,227.67,7799.72,18.0,1403.95,185.16,152.28,20.31,1932.11,702.87,517.71,385.74,22.0,84.86,300.88,3.86,9.01,6.64,4.95,33.78,78.11,9.92,1114.25,895.79,42.98,Low Margin (0-5%)
TXN-1916,2024-07-02,Electronics,Smart Display 10,New York,East,Enterprise,Credit Card,Alice Smith,5,340.05,201.16,1700.25,1005.8,219.17,36.2,101.2,1362.37,82.23,4.9,2024,7,Jul,2024-07,2024Q3,Tuesday,672.28,156.09,101.2,22.17,1678.08,18.0,302.05,36.75,23.93,6.48,512.66,159.62,122.87,105.42,22.0,23.19,82.23,4.9,9.51,7.32,6.28,40.06,80.13,12.89,335.62,272.47,16.45,Low Margin (0-5%)
TXN-2070,2024-07-03,Office Supplies,Ergonomic Executive Desk,Seattle,West,SMB,Credit Card,Bob Jones,2,816.87,467.61,1633.74,935.22,162.21,21.98,54.24,1173.65,189.71,11.85,2024,7,Jul,2024-07,2024Q3,Wednesday,665.44,137.83,54.24,33.08,1600.66,18.0,288.12,27.28,27.72,9.04,376.26,289.18,261.9,243.22,22.0,53.51,189.71,11.85,18.07,16.36,15.19,41.57,71.84,9.93,800.33,586.83,94.86,Moderate Margin (5-20%)
TXN-1254,2024-07-03,Office Supplies,Standing Desk Converter,Austin,South,SMB,Direct Invoice,Fiona Gallagher,5,281.9,135.09,1409.5,675.45,127.5,45.72,66.44,915.11,232.09,16.83,2024,7,Jul,2024-07,2024Q3,Wednesday,703.87,121.0,66.44,30.18,1379.32,18.0,248.28,21.88,27.32,3.54,360.66,343.21,321.33,297.55,22.0,65.46,232.09,16.83,24.88,23.3,21.57,51.03,64.92,9.05,275.86,183.02,46.42,Moderate Margin (5-20%)
TXN-1164,2024-07-04,Electronics,Ultra-Wide Monitor 34,Houston,South,Consumer,Direct Invoice,Charlie Davis,2,666.39,372.82,1332.78,745.64,159.12,26.3,74.12,1005.18,108.39,8.32,2024,7,Jul,2024-07,2024Q3,Thursday,556.98,129.0,74.12,30.16,1302.62,18.0,234.47,20.96,17.17,8.65,388.54,168.44,147.48,138.96,22.0,30.57,108.39,8.32,12.93,11.32,10.67,42.76,75.42,11.94,651.31,502.59,54.2,Moderate Margin (5-20%)
TXN-2042,2024-07-05,Services,Cybersecurity Audit,Los Angeles,West,Enterprise,Wire Transfer,Alice Smith,21,2263.08,829.86,47524.68,17427.06,4269.12,281.72,1541.76,23519.66,13135.0,27.94,2024,7,Jul,2024-07,2024Q3,Friday,29589.42,5205.67,1541.76,508.2,47016.48,18.0,8462.97,963.65,623.96,136.2,11298.27,18291.15,17327.5,16839.74,22.0,3704.74,13135.0,27.94,38.9,36.85,35.82,62.93,49.49,8.98,2238.88,1119.98,625.48,High Margin (>=20%)
TXN-1312,2024-07-06,Software,Cloud Storage Annual,Austin,South,Enterprise,PayPal,Alice Smith,17,410.35,77.13,6975.95,1311.21,737.15,116.5,209.28,2374.14,2914.74,42.83,2024,7,Jul,2024-07,2024Q3,Saturday,5494.79,515.68,209.28,169.95,6806.0,18.0,1225.08,140.77,88.73,50.16,1578.61,3916.18,3775.41,3736.84,22.0,822.1,2914.74,42.83,57.54,55.47,54.91,80.73,34.03,10.57,400.35,139.66,171.46,High Margin (>=20%)
TXN-1872,2024-07-07,Hardware,Gigabit Switch 24-Port,Houston,South,Government,PayPal,Charlie Davis,28,476.33,247.83,13337.24,6939.24,1487.23,353.63,579.64,9359.74,1695.7,12.98,2024,7,Jul,2024-07,2024Q3,Sunday,6126.08,1114.16,579.64,271.92,13065.32,18.0,2351.76,201.39,265.62,49.57,3534.66,2591.42,2390.03,2173.98,22.0,478.28,1695.7,12.98,19.83,18.29,16.64,46.89,70.18,11.15,466.62,334.28,60.56,Moderate Margin (5-20%)
TXN-1372,2024-07-07,Office Supplies,High-Speed Paper Shredder,Los Angeles,West,Consumer,Wire Transfer,Diana Prince,3,185.14,90.83,555.42,272.49,39.92,20.16,46.18,378.75,89.25,16.29,2024,7,Jul,2024-07,2024Q3,Sunday,275.51,39.39,46.18,7.42,548.0,18.0,98.64,9.86,8.58,3.0,145.65,129.86,120.0,114.42,22.0,25.17,89.25,16.29,23.7,21.9,20.88,50.28,68.19,7.19,182.67,126.25,29.75,Moderate Margin (5-20%)
TXN-1383,2024-07-08,Services,Cybersecurity Audit,Boston,East,SMB,PayPal,Alice Smith,4,2249.92,792.86,8999.68,3171.44,892.51,36.62,269.99,4370.56,2504.48,28.45,2024,7,Jul,2024-07,2024Q3,Monday,5631.24,912.99,269.99,197.0,8802.68,18.0,1584.48,223.3,110.18,25.22,2112.11,3519.13,3295.83,3210.87,22.0,706.39,2504.48,28.45,39.98,37.44,36.48,63.97,48.56,9.92,2200.67,1092.64,626.12,High Margin (>=20%)
TXN-1041,2024-07-09,Hardware,Rack Server Blade X,San Francisco,West,Consumer,Wire Transfer,Evan Wright,6,3354.68,2200.36,20128.08,13202.16,2102.99,49.36,603.84,15958.35,1232.45,6.3,2024,7,Jul,2024-07,2024Q3,Tuesday,6374.96,1531.79,603.84,550.96,19577.12,18.0,3523.88,413.37,249.22,155.67,4287.98,2086.98,1673.61,1580.06,22.0,347.61,1232.45,6.3,10.66,8.55,8.07,32.56,79.28,10.45,3262.85,2659.72,205.41,Moderate Margin (5-20%)
TXN-1208,2024-07-11,Hardware,NAS Storage Enclosure,Seattle,West,SMB,Direct Invoice,Charlie Davis,3,765.76,494.0,2297.28,1482.0,247.37,18.04,121.18,1868.59,59.44,2.66,2024,7,Jul,2024-07,2024Q3,Thursday,755.29,237.02,121.18,59.99,2237.29,18.0,402.71,40.8,30.96,16.28,623.61,131.68,90.88,76.2,22.0,16.76,59.44,2.66,5.89,4.06,3.41,33.76,81.34,10.77,745.76,622.86,19.81,Low Margin (0-5%)
TXN-1801,2024-07-11,Electronics,Wireless Noise-Canceling Headset,San Francisco,West,Enterprise,Credit Card,Bob Jones,13,258.84,122.74,3364.92,1595.62,201.91,189.01,173.71,2160.25,549.22,16.57,2024,7,Jul,2024-07,2024Q3,Thursday,1718.04,354.53,173.71,51.26,3313.66,18.0,596.46,69.09,37.8,12.14,919.16,798.88,729.79,704.13,22.0,154.91,549.22,16.57,24.11,22.02,21.25,51.85,64.2,6.0,254.9,166.17,42.25,Moderate Margin (5-20%)
TXN-1577,2024-07-11,Hardware,Gigabit Switch 24-Port,Chicago,Midwest,Enterprise,Wire Transfer,Charlie Davis,16,454.02,265.19,7264.32,4243.04,675.3,102.14,301.3,5321.78,750.97,10.59,2024,7,Jul,2024-07,2024Q3,Thursday,2848.66,561.92,301.3,172.62,7091.7,18.0,1276.51,169.91,114.97,39.66,1640.66,1208.0,1038.09,962.78,22.0,211.81,750.97,10.59,17.03,14.64,13.58,40.17,73.26,9.3,443.23,332.61,46.94,Moderate Margin (5-20%)
TXN-1351,2024-07-12,Hardware,Rack Server Blade X,Phoenix,West,Government,PayPal,Alice Smith,20,3228.77,2158.7,64575.4,43174.0,3958.22,263.68,1937.26,49333.16,4361.56,6.96,2024,7,Jul,2024-07,2024Q3,Friday,19526.9,6144.79,1937.26,1874.5,62700.9,18.0,11286.16,1219.29,661.06,249.14,12303.95,7222.95,6003.66,5591.74,22.0,1230.18,4361.56,6.96,11.52,9.58,8.92,31.14,76.4,6.13,3135.04,2466.66,218.08,Moderate Margin (5-20%)
TXN-1883,2024-07-12,Electronics,Ultra-Wide Monitor 34,Phoenix,West,Enterprise,Direct Invoice,Alice Smith,27,645.87,362.5,17438.49,9787.5,1066.5,167.19,687.32,11708.51,2811.85,16.44,2024,7,Jul,2024-07,2024Q3,Friday,7314.8,1237.88,687.32,336.19,17102.3,18.0,3078.41,410.67,270.9,130.6,3158.89,4155.91,3745.24,3604.94,22.0,793.09,2811.85,16.44,24.3,21.9,21.08,42.77,67.14,6.12,633.42,433.65,104.14,Moderate Margin (5-20%)
TXN-1467,2024-07-14,Office Supplies,High-Speed Paper Shredder,Houston,South,SMB,Credit Card,Charlie Davis,4,169.44,93.17,677.76,372.68,84.97,20.55,39.25,517.45,58.36,8.73,2024,7,Jul,2024-07,2024Q3,Sunday,295.48,57.13,39.25,9.6,668.16,18.0,120.27,13.67,7.63,2.54,201.9,93.58,79.91,74.82,22.0,16.46,58.36,8.73,14.01,11.96,11.2,44.22,76.35,12.54,167.04,129.36,14.59,Moderate Margin (5-20%)
TXN-1775,2024-07-14,Software,Data Analytics Suite,Los Angeles,West,SMB,PayPal,Diana Prince,1,1500.68,286.56,1500.68,286.56,203.16,10.27,55.47,555.46,560.78,37.97,2024,7,Jul,2024-07,2024Q3,Sunday,1190.15,164.87,55.47,23.97,1476.71,18.0,265.81,23.57,22.69,8.83,433.77,756.38,732.81,718.95,22.0,158.17,560.78,37.97,51.22,49.62,48.69,80.59,37.01,13.54,1476.71,555.46,560.78,High Margin (>=20%)
TXN-1696,2024-07-15,Services,Cybersecurity Audit,Los Angeles,West,Enterprise,Direct Invoice,Bob Jones,17,2299.95,796.26,39099.15,13536.42,4823.87,227.57,1512.3,20100.16,10065.36,26.39,2024,7,Jul,2024-07,2024Q3,Monday,24598.49,3930.68,1512.3,964.24,38134.91,18.0,6864.28,849.41,506.85,156.5,10494.42,14104.07,13254.66,12904.31,22.0,2838.95,10065.36,26.39,36.98,34.76,33.84,64.5,51.41,12.34,2243.23,1182.36,592.08,High Margin (>=20%)
TXN-1066,2024-07-16,Office Supplies,Standing Desk Converter,Miami,East,Enterprise,Direct Invoice,Diana Prince,19,296.96,139.94,5642.24,2658.86,673.21,203.9,296.52,3832.49,821.15,14.72,2024,7,Jul,2024-07,2024Q3,Tuesday,2918.78,548.06,296.52,64.6,5577.64,18.0,1003.98,95.99,81.15,32.8,1721.69,1197.09,1101.1,1052.75,22.0,231.6,821.15,14.72,21.46,19.74,18.87,52.33,67.92,11.93,293.56,201.71,43.22,Moderate Margin (5-20%)
TXN-1524,2024-07-18,Software,Security Firewall Pro,Boston,East,Enterprise,Credit Card,Evan Wright,14,898.44,211.18,12578.16,2956.52,845.98,106.78,570.74,4480.02,4825.74,38.83,2024,7,Jul,2024-07,2024Q3,Thursday,9470.44,1410.09,570.74,151.2,12426.96,18.0,2236.85,211.52,239.02,100.53,2933.59,6536.85,6325.33,6186.84,22.0,1361.1,4825.74,38.83,52.6,50.9,49.79,76.21,35.62,6.73,887.64,320.0,344.7,High Margin (>=20%)
TXN-1008,2024-07-19,Hardware,Gigabit Switch 24-Port,New York,East,Enterprise,PayPal,Fiona Gallagher,28,461.95,262.37,12934.6,7346.36,1060.35,297.15,428.7,9132.56,1406.54,11.08,2024,7,Jul,2024-07,2024Q3,Friday,5343.54,1465.6,428.7,244.7,12689.9,18.0,2284.18,222.2,166.3,100.02,3251.8,2091.74,1869.54,1803.26,22.0,396.72,1406.54,11.08,16.48,14.73,14.21,42.11,70.61,8.2,453.21,326.16,50.23,Moderate Margin (5-20%)
TXN-1195,2024-07-19,Services,Annual IT Maintenance Plan,Chicago,Midwest,Consumer,Wire Transfer,Alice Smith,5,1856.0,574.93,9280.0,2874.65,1232.89,48.22,278.4,4434.16,2852.99,31.27,2024,7,Jul,2024-07,2024Q3,Friday,6250.0,806.91,278.4,155.35,9124.65,18.0,1642.44,152.46,95.81,22.37,2366.42,3883.58,3731.12,3657.68,22.0,804.69,2852.99,31.27,42.56,40.89,40.09,68.5,47.78,13.29,1824.93,886.83,570.6,High Margin (>=20%)
TXN-2124,2024-07-19,Software,Data Analytics Suite,Miami,East,SMB,Wire Transfer,Evan Wright,7,1534.94,306.35,10744.58,2144.45,1433.85,52.4,416.99,4047.69,3958.31,37.45,2024,7,Jul,2024-07,2024Q3,Friday,8426.2,1187.02,416.99,173.93,10570.65,18.0,1902.72,172.02,152.43,63.27,3090.26,5335.94,5163.92,5074.76,22.0,1116.45,3958.31,37.45,50.48,48.85,48.01,79.71,37.67,13.34,1510.09,578.24,565.47,High Margin (>=20%)
TXN-1167,2024-07-20,Hardware,Rack Server Blade X,Chicago,Midwest,SMB,PayPal,Diana Prince,5,3272.87,2008.62,16364.35,10043.1,1741.15,53.07,606.67,12443.99,1324.04,8.29,2024,7,Jul,2024-07,2024Q3,Saturday,5923.33,1407.97,606.67,397.92,15966.43,18.0,2873.96,283.49,261.19,127.7,3808.86,2114.47,1830.98,1697.49,22.0,373.45,1324.04,8.29,13.24,11.47,10.63,37.1,76.04,10.64,3193.29,2488.8,264.81,Moderate Margin (5-20%)
TXN-1937,2024-07-20,Software,Security Firewall Pro,New York,East,Consumer,Wire Transfer,Evan Wright,5,884.07,216.46,4420.35,1082.3,516.26,27.39,163.81,1789.76,1655.07,37.88,2024,7,Jul,2024-07,2024Q3,Saturday,3286.83,313.49,163.81,51.22,4369.13,18.0,786.44,106.45,63.06,25.52,1020.95,2265.88,2159.43,2121.89,22.0,466.82,1655.07,37.88,51.86,49.42,48.57,75.23,40.49,11.68,873.83,357.95,331.01,High Margin (>=20%)
TXN-2123,2024-07-20,Electronics,Ultra-Wide Monitor 34,Phoenix,West,SMB,Direct Invoice,Bob Jones,1,658.53,386.44,658.53,386.44,56.68,10.74,36.22,490.08,48.21,7.49,2024,7,Jul,2024-07,2024Q3,Saturday,257.5,74.48,36.22,14.59,643.94,18.0,115.91,11.65,7.93,2.01,178.12,79.38,67.73,61.81,22.0,13.6,48.21,7.49,12.33,10.52,9.6,39.99,74.42,8.61,643.94,490.08,48.21,Moderate Margin (5-20%)
TXN-1638,2024-07-22,Electronics,Smart Display 10,San Francisco,West,SMB,PayPal,Fiona Gallagher,3,332.85,194.29,998.55,582.87,118.88,20.67,49.17,771.59,72.42,7.38,2024,7,Jul,2024-07,2024Q3,Monday,398.94,82.0,49.17,16.74,981.81,18.0,176.73,24.77,17.64,7.04,270.72,128.22,103.45,92.85,22.0,20.43,72.42,7.38,13.06,10.54,9.46,40.63,77.27,11.91,327.27,257.2,24.14,Moderate Margin (5-20%)
TXN-1662,2024-07-22,Electronics,Wireless Noise-Canceling Headset,Houston,South,SMB,Wire Transfer,Alice Smith,2,265.48,123.73,530.96,247.46,47.76,14.63,36.85,346.7,71.76,13.84,2024,7,Jul,2024-07,2024Q3,Monday,271.22,63.36,36.85,12.28,518.68,18.0,93.36,8.45,10.0,1.83,162.6,108.62,100.17,92.0,22.0,20.24,71.76,13.84,20.94,19.31,17.74,52.29,65.3,9.0,259.34,173.35,35.88,Moderate Margin (5-20%)
TXN-1851,2024-07-22,Office Supplies,Mesh Office Chair,New York,East,Enterprise,Credit Card,Alice Smith,25,341.77,154.35,8544.25,3858.75,1176.27,361.87,395.66,5792.55,1342.62,16.02,2024,7,Jul,2024-07,2024Q3,Monday,4521.74,626.75,395.66,163.76,8380.49,18.0,1508.49,173.66,121.33,55.11,2560.55,1961.19,1787.53,1721.31,22.0,378.69,1342.62,16.02,23.4,21.33,20.54,53.96,67.79,13.77,335.22,231.7,53.7,Moderate Margin (5-20%)
TXN-1564,2024-07-22,Services,Cybersecurity Audit,Miami,East,SMB,PayPal,Charlie Davis,7,2092.58,799.31,14648.06,5595.17,1992.73,61.85,492.17,8141.92,3670.51,25.56,2024,7,Jul,2024-07,2024Q3,Monday,8763.37,1036.02,492.17,289.52,14358.54,18.0,2584.54,363.06,202.14,90.38,3582.77,5180.6,4817.54,4705.78,22.0,1035.27,3670.51,25.56,36.08,33.55,32.77,61.03,55.58,13.6,2051.22,1163.13,524.36,High Margin (>=20%)
TXN-1225,2024-07-23,Office Supplies,Standing Desk Converter,Los Angeles,West,Enterprise,PayPal,Fiona Gallagher,6,263.6,141.81,1581.6,850.86,101.77,74.92,53.7,1081.25,222.16,14.48,2024,7,Jul,2024-07,2024Q3,Tuesday,683.71,131.68,53.7,47.03,1534.57,18.0,276.22,29.69,19.12,11.99,362.07,321.64,291.95,284.82,22.0,62.66,222.16,14.48,20.96,19.02,18.56,44.55,68.36,6.43,255.76,180.21,37.03,Moderate Margin (5-20%)
TXN-2127,2024-07-23,Hardware,Gigabit Switch 24-Port,Austin,South,Enterprise,Direct Invoice,Diana Prince,21,444.29,265.37,9330.09,5572.77,1286.25,292.56,308.02,7459.6,454.74,5.01,2024,7,Jul,2024-07,2024Q3,Tuesday,3510.78,693.69,308.02,246.54,9083.55,18.0,1635.04,230.74,178.67,62.15,2580.52,930.26,699.52,583.0,22.0,128.26,454.74,5.01,10.24,7.7,6.42,38.65,79.95,13.79,432.55,355.22,21.65,Moderate Margin (5-20%)
TXN-1843,2024-07-24,Software,Enterprise ERP License,New York,East,SMB,Credit Card,Charlie Davis,3,2506.03,509.29,7518.09,1527.87,841.74,27.73,251.2,2648.54,3047.26,41.38,2024,7,Jul,2024-07,2024Q3,Wednesday,5836.34,593.19,251.2,153.88,7364.21,18.0,1325.56,153.44,92.07,29.77,1713.86,4122.48,3969.04,3906.74,22.0,859.48,3047.26,41.38,55.98,53.9,53.05,79.25,35.23,11.2,2454.74,882.85,1015.75,High Margin (>=20%)
TXN-1669,2024-07-25,Services,Annual IT Maintenance Plan,Los Angeles,West,SMB,Direct Invoice,Diana Prince,2,1925.07,601.36,3850.14,1202.72,320.82,15.34,189.34,1728.22,1293.11,34.02,2024,7,Jul,2024-07,2024Q3,Thursday,2598.78,305.43,189.34,48.64,3801.5,18.0,684.27,67.41,69.83,27.22,830.93,1767.85,1700.44,1657.83,22.0,364.72,1293.11,34.02,46.5,44.73,43.61,68.36,44.89,8.33,1900.75,864.11,646.55,High Margin (>=20%)
TXN-1590,2024-07-26,Hardware,NAS Storage Enclosure,Los Angeles,West,Enterprise,Credit Card,Evan Wright,22,791.0,462.64,17402.0,10178.08,1637.35,231.51,654.44,12701.38,1882.71,11.04,2024,7,Jul,2024-07,2024Q3,Friday,6869.47,1350.31,654.44,354.45,17047.55,18.0,3068.56,411.15,295.94,124.96,3873.61,2995.86,2584.71,2413.73,22.0,531.02,1882.71,11.04,17.57,15.16,14.16,40.3,72.99,9.41,774.89,577.34,85.58,Moderate Margin (5-20%)
TXN-2091,2024-07-26,Services,Annual IT Maintenance Plan,Houston,South,SMB,Credit Card,Diana Prince,4,1912.1,609.93,7648.4,2439.72,836.27,45.04,234.38,3555.41,2222.64,29.72,2024,7,Jul,2024-07,2024Q3,Friday,5038.77,895.91,234.38,169.91,7478.49,18.0,1346.13,121.19,104.72,48.28,2011.6,3027.17,2905.98,2849.54,22.0,626.9,2222.64,29.72,40.48,38.86,38.1,67.38,46.49,10.93,1869.62,888.85,555.66,High Margin (>=20%)
TXN-1926,2024-07-26,Hardware,NAS Storage Enclosure,Phoenix,West,SMB,Direct Invoice,Fiona Gallagher,6,724.54,479.46,4347.24,2876.76,462.24,67.04,151.57,3557.61,190.59,4.49,2024,7,Jul,2024-07,2024Q3,Friday,1368.94,309.19,151.57,101.54,4245.7,18.0,764.23,97.89,62.15,25.48,990.04,378.9,281.01,244.34,22.0,53.75,190.59,4.49,8.92,6.62,5.75,32.24,81.84,10.63,707.62,592.94,31.76,Low Margin (0-5%)
TXN-1494,2024-07-27,Office Supplies,Ergonomic Executive Desk,Houston,South,Enterprise,Wire Transfer,Alice Smith,19,889.29,462.36,16896.51,8784.84,1308.1,213.03,506.9,10812.87,3018.26,18.1,2024,7,Jul,2024-07,2024Q3,Saturday,7893.24,1341.69,506.9,218.43,16678.08,18.0,3002.05,364.06,325.91,36.01,3369.72,4523.52,4159.46,3869.56,22.0,851.3,3018.26,18.1,27.12,24.94,23.2,47.33,63.99,7.74,877.79,569.1,158.86,Moderate Margin (5-20%)
TXN-1695,2024-07-29,Software,Enterprise ERP License,Miami,East,Enterprise,PayPal,Charlie Davis,15,2665.94,492.6,39989.1,7389.0,3713.58,77.76,1199.67,12380.01,17703.36,45.22,2024,7,Jul,2024-07,2024Q3,Monday,31756.26,3028.85,1199.67,843.84,39145.26,18.0,7046.15,675.23,558.37,193.81,8019.86,23736.4,23061.17,22696.61,22.0,4993.25,17703.36,45.22,60.64,58.91,57.98,81.12,30.96,9.29,2609.68,825.33,1180.22,High Margin (>=20%)
